,ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
282,282,retained,51,42,116.2018066,2747,231,0,6283.729699,3332.246206,27,24,iPhone
258,258,retained,64,55,262.5392446,3384,146,0,2854.907544,1019.896054,29,22,iPhone
11116,11116,retained,4,4,50.30313484,2229,0,46,5051.283121,3717.080029,11,6,iPhone
14150,14150,churned,42,42,100.1182188,1750,39,0,1945.066977,1454.255265,6,1,iPhone
4943,4943,retained,42,42,184.5032597,2024,80,20,3445.989384,2695.469093,19,14,iPhone
2822,2822,retained,48,40,176.3591648,1313,251,67,4587.147547,2563.507725,11,8,iPhone
11531,11531,retained,20,17,30.00511053,1979,575,0,6504.667107,4093.463076,20,14,iPhone
3525,3525,retained,133,107,548.1888487,1682,25,18,1219.763705,935.548154,26,21,Android
14492,14492,retained,95,76,149.3008864,639,26,19,2077.466515,1341.638118,30,26,iPhone
5223,5223,churned,59,56,78.18679629,1973,28,2,2528.350533,1291.285783,5,5,iPhone
2285,2285,retained,182,155,569.315384,2565,91,68,5652.980904,2245.35704,13,9,iPhone
6063,6063,retained,111,89,263.1279845,3054,0,15,3052.82268,2066.256213,24,19,iPhone
8078,8078,retained,99,80,111.1513865,1062,256,261,3089.203434,2270.768744,14,12,iPhone
4654,4654,retained,22,18,208.3747538,664,0,0,4046.716055,1411.04887,14,14,Android
5000,5000,retained,65,53,169.5921818,1901,17,0,2891.448777,463.4815442,13,6,iPhone
6710,6710,retained,23,19,181.649615,280,184,29,2851.018216,506.339391,10,6,iPhone
13999,13999,retained,51,41,86.13300664,2739,0,0,2895.933153,1155.197722,1,1,Android
8676,8676,,29,25,225.9192442,1678,266,172,3194.184874,2381.078303,14,14,Android
10403,10403,retained,316,253,394.963705,2792,95,217,4874.628196,739.3156409,21,18,iPhone
5416,5416,retained,100,85,307.6760348,748,55,58,1879.196501,1494.802194,30,23,iPhone
475,475,retained,19,17,151.6652716,702,135,6,5333.108715,3340.485507,20,12,iPhone
2555,2555,,1,1,37.39206525,2334,109,40,2930.562438,1862.326919,12,8,iPhone
8087,8087,retained,26,22,39.85652115,998,0,0,1318.271475,738.1208476,13,13,iPhone
7,7,retained,39,35,176.0728446,2999,0,0,7892.052468,2466.981741,22,20,iPhone
6411,6411,retained,148,119,156.3531336,2182,141,0,4283.499904,651.5469792,10,7,Android
13755,13755,retained,191,153,211.918049,2369,505,28,1900.945007,1042.114529,12,12,iPhone
13380,13380,retained,23,22,54.93532404,2939,114,0,7783.787101,405.0497825,26,17,Android
5546,5546,retained,42,34,478.945022,2200,517,0,6433.653532,3826.732749,9,8,iPhone
2426,2426,churned,95,80,242.4786097,1627,90,18,2073.350558,1036.359377,5,5,iPhone
6744,6744,retained,214,172,298.5788685,2626,0,148,2965.856188,260.4592617,4,0,iPhone
10006,10006,retained,58,47,630.2397691,2238,0,6,5486.717928,2225.16942,13,13,iPhone
14447,14447,retained,26,21,148.4961371,3142,32,0,3316.046937,2222.653096,27,24,Android
2274,2274,retained,104,87,128.5457698,217,56,210,2998.012377,191.4441521,21,15,iPhone
9203,9203,retained,182,148,237.0176459,24,0,16,2110.996175,1444.86386,24,16,iPhone
1577,1577,retained,53,43,213.7966561,2334,198,30,5589.405387,1685.572162,1,1,iPhone
7264,7264,retained,22,22,164.5228718,246,747,177,8732.56064,6439.631755,8,8,iPhone
9259,9259,retained,107,86,508.1442079,20,10,34,3640.84495,640.4572039,20,20,iPhone
10183,10183,retained,96,77,116.7927183,155,206,24,6752.562694,1010.15866,24,18,Android
3970,3970,,70,58,79.72857134,197,118,0,3312.720659,2222.538793,12,12,Android
5879,5879,retained,41,35,45.70066156,2069,145,78,5455.822545,4374.658926,30,24,Android
14774,14774,retained,4,4,15.58112994,3062,30,46,5209.07767,3074.683506,16,13,iPhone
14004,14004,retained,183,171,205.0379964,2788,15,0,5576.685728,1377.356739,25,20,iPhone
7193,7193,churned,58,47,97.27271234,1511,0,82,793.9650595,545.7776917,17,17,iPhone
3867,3867,retained,171,138,364.7545734,2337,2,0,4885.648722,2335.460963,29,24,iPhone
14137,14137,retained,74,59,78.25862672,522,133,0,5069.7675,2433.145875,20,20,Android
6823,6823,retained,32,27,52.715686,3069,13,86,5420.084673,3110.805038,3,3,Android
11240,11240,retained,97,78,248.9313473,2487,0,0,3005.080443,1760.178418,12,9,Android
7548,7548,retained,138,111,186.3498121,2500,61,0,3880.306331,611.2131839,26,18,iPhone
781,781,churned,183,149,282.0118838,747,48,0,14481.54854,6616.776857,9,5,Android
14769,14769,retained,149,119,401.7732634,2824,93,11,3252.287219,799.4176509,1,0,iPhone
1749,1749,retained,59,59,344.4079473,1967,128,0,1790.675672,1096.904355,18,11,iPhone
10983,10983,retained,43,34,150.1551213,3478,108,50,3049.31476,752.6190841,31,26,Android
6519,6519,churned,33,27,35.20543476,568,0,0,5626.412195,2043.346024,20,18,iPhone
5774,5774,retained,69,56,80.07210643,1405,96,0,4088.368258,1189.17903,18,14,Android
9283,9283,retained,84,67,148.3527303,2118,0,0,2222.755635,1032.436922,27,26,iPhone
9369,9369,retained,235,191,248.5479557,370,42,86,3970.044744,3305.345559,14,14,Android
2324,2324,churned,79,79,458.937954,965,168,2,8049.767878,5201.034101,14,7,iPhone
10271,10271,retained,58,46,425.9121686,2275,411,0,4251.23569,2211.640411,26,16,iPhone
5055,5055,retained,66,56,286.0449943,1146,13,20,2157.501477,969.0241311,24,15,Android
10800,10800,retained,10,10,254.2740504,3172,53,129,5975.455457,794.2555018,21,19,iPhone
13534,13534,retained,378,303,473.6926106,2031,0,0,2894.742202,2336.128129,28,22,Android
10482,10482,retained,65,55,112.4607808,3199,10,0,1144.680869,663.4094637,17,17,Android
1727,1727,retained,102,82,118.6841568,29,86,38,2403.032834,857.8163799,27,17,Android
610,610,retained,112,90,175.7189391,2176,0,61,1648.405032,1272.179495,4,4,iPhone
4666,4666,retained,29,25,125.6965361,790,453,41,3034.741245,1010.612387,16,8,Android
5413,5413,retained,38,38,196.2012823,901,0,13,1396.191116,943.0809331,5,4,iPhone
8103,8103,retained,73,69,93.24513092,750,41,122,4559.070146,1732.753175,0,0,iPhone
8174,8174,retained,129,129,235.078314,470,0,56,3740.625183,2222.519022,17,9,Android
8535,8535,retained,12,10,234.3882801,2587,38,0,7915.46578,3184.305442,17,13,Android
11349,11349,,64,51,127.8668002,134,385,4,11464.40879,7986.611403,29,19,iPhone
3750,3750,retained,241,194,377.120612,799,77,50,3519.925748,2783.402997,3,2,Android
11407,11407,retained,70,56,112.1598909,1974,113,21,4446.350399,907.005201,16,9,Android
97,97,retained,0,0,559.5471117,2879,0,0,6668.84435,3511.370419,28,24,Android
6985,6985,retained,52,52,259.262136,2550,42,0,3349.510293,2149.567482,10,10,iPhone
3137,3137,retained,211,174,332.6929779,2056,0,67,2341.038714,408.6805401,18,11,iPhone
1537,1537,retained,50,40,104.9333012,881,319,129,2595.375635,695.7862629,6,6,iPhone
3648,3648,churned,54,43,53.90211544,1944,0,0,4167.912331,3100.046836,2,2,Android
13332,13332,churned,20,19,61.09000294,1740,103,51,2684.978992,2097.602856,5,5,iPhone
1517,1517,retained,19,19,36.83320581,60,234,69,6954.144344,1065.272358,25,16,iPhone
14035,14035,retained,63,51,79.23917421,344,35,38,3105.579325,1111.69475,15,12,iPhone
4624,4624,retained,93,75,163.409081,3022,406,5,4427.842942,2603.602028,9,5,Android
6566,6566,retained,143,115,256.9933737,1025,188,41,6176.342923,3345.911358,22,16,Android
2090,2090,retained,226,184,333.4758389,446,164,125,1527.788857,921.3332454,27,20,iPhone
7097,7097,retained,30,25,39.53162214,2787,447,25,9985.791425,2045.772956,20,16,iPhone
6171,6171,churned,107,86,494.348568,194,198,1,4103.435517,1776.435124,3,2,iPhone
7521,7521,retained,9,7,69.31277499,147,6,12,5836.741973,965.3238941,24,20,iPhone
572,572,churned,8,7,134.074151,2088,0,2,1664.241891,1337.485245,14,9,Android
14277,14277,retained,71,57,163.4075523,969,75,0,2618.51274,1066.07001,29,25,iPhone
13616,13616,retained,165,132,180.9954638,1235,28,23,4744.996167,1488.100986,19,14,iPhone
3062,3062,retained,108,87,113.8656524,2158,530,0,1737.143134,713.2163779,21,16,iPhone
597,597,retained,53,48,385.3031543,2287,0,0,5177.570843,1692.477444,7,6,iPhone
6633,6633,retained,4,4,44.93055516,2570,48,0,3663.514614,2414.714274,26,21,iPhone
14154,14154,retained,50,42,219.6970921,2136,0,296,1157.754563,785.5444295,27,17,iPhone
7875,7875,retained,4,4,25.53238861,3073,58,37,3311.881288,1495.246551,23,23,iPhone
7345,7345,churned,106,86,117.7123941,1778,161,0,2142.183383,1438.786677,5,5,iPhone
6304,6304,churned,518,423,526.7983353,1365,756,0,1453.893602,380.9387583,5,5,Android
13680,13680,,21,21,160.288871,2294,0,90,3505.159578,269.1505994,17,10,iPhone
14174,14174,churned,129,105,175.5224684,3182,484,50,3997.570429,2486.004068,1,1,iPhone
12769,12769,retained,42,35,185.7877729,1927,13,0,2935.694308,1728.072069,28,21,Android
5976,5976,retained,104,84,240.3907081,3314,203,0,10891.39197,2266.972901,21,19,Android
8562,8562,retained,87,70,110.2263189,2804,110,4,6519.802739,3782.169527,20,11,Android
1938,1938,retained,104,89,218.1563281,1307,52,0,5348.818093,3210.778915,27,18,iPhone
12583,12583,retained,6,5,162.5798398,1611,64,3,12759.8025,9151.252408,20,12,Android
8100,8100,retained,125,102,209.3686313,3403,85,22,3537.894631,1288.754189,16,11,iPhone
1753,1753,retained,11,9,55.53961084,3383,29,0,3946.631875,953.8026081,24,20,Android
3670,3670,churned,130,108,141.0842635,1520,196,19,4316.674612,1929.659905,7,7,iPhone
12034,12034,retained,208,167,222.9911736,2180,110,0,562.6505394,85.12302174,12,8,iPhone
2361,2361,retained,8,6,218.5851685,3217,73,17,1559.50282,1224.667837,17,11,iPhone
4260,4260,retained,37,37,373.3089863,2485,0,0,6586.946212,4094.730544,3,0,Android
5432,5432,retained,10,10,30.65159166,278,0,0,5841.115058,3494.073992,27,21,iPhone
6285,6285,retained,99,81,300.2888245,2065,97,13,1284.347077,393.3984702,30,27,iPhone
11792,11792,retained,65,55,405.5692181,1671,79,28,3604.049726,848.6064248,17,10,iPhone
14210,14210,retained,159,129,185.2095911,982,224,1,5378.419951,2479.294109,18,13,iPhone
11734,11734,,52,52,121.715452,3129,423,3,7071.95695,3525.141621,16,11,iPhone
12833,12833,retained,190,155,234.7248184,3056,196,75,1507.996306,880.0163786,21,13,Android
12420,12420,,189,152,198.7245785,2525,147,158,1792.367205,415.8954457,13,8,iPhone
5591,5591,churned,21,17,33.8843926,2524,258,70,956.3465965,714.9576446,10,6,iPhone
1171,1171,retained,223,178,316.2357743,2359,7,0,2022.001971,1211.697133,14,10,iPhone
7927,7927,retained,396,318,545.814984,1485,88,27,3683.316346,2442.256877,30,25,Android
12058,12058,retained,58,53,254.4799871,542,232,29,4025.759676,2433.855327,9,9,iPhone
9614,9614,,9,7,149.1716176,639,259,0,1222.221565,759.1269969,17,14,iPhone
11333,11333,retained,59,47,146.3607504,2999,110,0,3223.134491,2359.777762,2,1,Android
14036,14036,retained,24,20,225.8736095,1998,0,23,3551.100028,968.406497,19,12,iPhone
12117,12117,retained,6,5,107.5460145,2260,0,0,7039.352104,4491.697349,8,6,iPhone
13753,13753,retained,19,16,18.85069116,631,18,5,15069.99795,2354.315797,19,11,iPhone
874,874,,12,11,17.17880646,633,0,0,1007.982844,615.9832754,21,21,iPhone
2297,2297,,31,28,46.26757762,720,57,11,1814.34033,496.852086,24,16,Android
13965,13965,retained,220,220,269.9400381,3269,217,3,1987.394643,1594.00595,21,16,iPhone
2643,2643,retained,16,14,68.29044775,619,0,138,4517.277988,2543.998467,13,6,iPhone
13913,13913,retained,3,3,108.6297309,1812,0,0,3545.114667,2360.009444,11,7,iPhone
5347,5347,retained,23,19,295.7582876,1297,0,77,8544.471427,6483.034071,26,21,Android
9032,9032,retained,44,36,63.67921869,2812,67,0,4538.360159,1119.853476,24,18,Android
14904,14904,retained,74,59,93.23586738,2069,185,0,1690.747526,844.5364593,15,8,Android
581,581,retained,52,52,174.0009642,1995,377,24,3198.681668,2274.513614,13,7,iPhone
204,204,retained,192,175,221.6576984,2047,102,51,3166.429712,960.7904459,24,23,Android
7896,7896,,29,24,89.79961014,1214,48,33,852.0778982,595.9832275,31,22,Android
9833,9833,retained,98,80,248.8480563,3297,147,7,10918.30773,4218.055343,31,21,Android
2014,2014,retained,301,242,502.0337163,2895,69,12,1226.920335,95.35026717,1,0,iPhone
11445,11445,retained,8,8,301.6730389,1244,225,16,2065.771049,959.0005238,12,12,iPhone
11663,11663,retained,42,35,104.2482968,431,250,59,2723.001942,1046.488499,31,25,iPhone
905,905,churned,61,57,160.2923492,2078,447,41,1295.835783,1073.047313,24,16,iPhone
631,631,retained,42,35,115.6412632,1935,196,0,4588.067095,3137.545457,5,5,iPhone
8461,8461,retained,141,113,295.0663165,2584,4,19,941.4754971,170.7020369,9,3,Android
12494,12494,retained,124,100,129.9831255,1098,0,0,2581.847275,900.1131598,6,3,iPhone
1974,1974,churned,138,112,278.2338326,176,0,10,4343.464485,1971.046159,15,15,iPhone
162,162,,3,3,17.25022014,3203,22,0,11819.36633,3351.019594,3,0,iPhone
4998,4998,retained,232,190,311.6264011,2487,0,0,2832.731014,706.2959526,16,8,iPhone
12353,12353,retained,43,35,115.4360362,2792,34,0,7723.206463,1289.360036,6,2,iPhone
9557,9557,retained,21,17,28.08652561,1073,290,7,1827.673169,309.9264619,29,19,Android
13137,13137,retained,13,10,47.25042262,1489,45,0,3154.413447,1549.326566,24,22,iPhone
4713,4713,,103,86,195.0737453,1267,0,3,1724.924985,1177.206793,26,21,Android
9067,9067,retained,13,11,57.68589668,2330,216,152,2797.003838,419.6458207,26,20,Android
1431,1431,retained,90,72,183.3271502,3251,159,16,1173.276118,911.757136,19,18,iPhone
6868,6868,retained,2,2,237.8668546,49,0,35,5912.940121,1262.326155,21,16,iPhone
13713,13713,retained,33,28,252.5557989,2732,39,23,4708.99502,2820.387331,28,23,Android
7710,7710,retained,166,143,219.7478352,1561,9,0,5564.728521,1546.75881,23,23,iPhone
7736,7736,retained,47,37,89.37254929,3285,197,8,3113.321078,2507.581825,26,21,iPhone
4283,4283,churned,98,83,123.9988512,399,222,2,4271.882392,3034.921759,2,0,Android
7531,7531,retained,169,138,181.5130581,1525,15,70,5311.419415,3173.425806,5,5,Android
12139,12139,retained,106,86,156.2233981,1155,4,88,10153.18211,3819.907347,18,18,iPhone
11048,11048,retained,35,28,55.64253427,999,271,19,8007.968515,5564.858761,29,20,iPhone
10053,10053,retained,131,110,174.5511567,1334,52,30,2440.124593,1527.136607,26,16,Android
10851,10851,retained,1,1,149.6224147,1306,121,0,1185.487859,320.3912423,18,12,Android
3384,3384,retained,16,13,29.77031919,1653,118,88,912.8065283,507.1348911,20,20,iPhone
14348,14348,retained,78,64,140.8407747,2861,43,3,735.2750863,552.4779518,16,10,iPhone
12167,12167,retained,112,90,271.7831464,1680,89,0,6301.740711,3128.675143,16,16,Android
12492,12492,churned,4,3,342.4004913,2665,102,0,5104.559659,1820.765629,5,2,Android
7462,7462,churned,53,43,92.47013442,715,303,58,7064.420199,5648.724977,17,12,iPhone
3331,3331,retained,38,32,159.2607185,3075,82,0,6064.025699,3021.202097,22,14,Android
14308,14308,,32,25,67.11055303,994,112,72,1133.100893,627.1422236,1,1,Android
10595,10595,retained,61,50,108.2065122,1580,306,0,1394.35587,742.2583791,22,22,Android
6404,6404,retained,26,25,68.08873017,3077,205,0,3195.391172,1492.551836,1,1,iPhone
8895,8895,retained,24,20,172.4100352,531,43,0,3586.587541,946.3006869,8,8,Android
2096,2096,retained,32,26,418.0773669,2962,0,0,1669.227786,1180.207319,5,3,iPhone
10195,10195,retained,74,61,124.1407987,203,2,61,3059.356813,1666.757646,30,19,iPhone
12587,12587,retained,41,41,148.6440197,2359,8,74,4620.554852,1031.477536,17,17,iPhone
7999,7999,churned,49,39,323.2369919,1187,128,0,3116.254389,967.1698656,2,0,iPhone
5017,5017,retained,23,18,55.45018075,3316,0,0,6950.284875,3706.124834,28,24,Android
8738,8738,retained,28,28,188.0120201,449,157,0,6792.097509,2411.197308,16,16,iPhone
1449,1449,retained,96,80,116.1405306,835,88,0,190.0302916,112.4594417,23,20,iPhone
6900,6900,,89,89,95.2049851,271,4,0,3282.102636,1422.485232,8,8,iPhone
2610,2610,retained,35,28,167.9433704,1282,87,6,579.6196262,289.3508114,17,14,Android
1900,1900,retained,13,11,179.1656506,2582,0,26,3439.17614,1725.320276,26,19,iPhone
8186,8186,retained,136,109,299.1187874,957,478,83,5592.341328,2030.132456,29,19,iPhone
3920,3920,retained,26,21,182.4332485,1628,112,7,11061.47993,8811.599886,6,6,iPhone
2757,2757,churned,65,63,411.6411861,2223,211,64,2864.784613,641.414234,5,5,iPhone
6397,6397,retained,57,49,60.94716503,843,121,27,1504.586532,693.8324931,5,5,iPhone
10077,10077,churned,31,31,101.278318,1347,98,0,1951.607518,1307.159321,12,12,iPhone
13001,13001,retained,64,64,122.2501513,1910,0,0,5747.327806,4769.932794,5,5,iPhone
2097,2097,retained,211,176,337.1168132,2432,113,137,3642.843256,1824.555278,17,17,iPhone
8329,8329,retained,3,3,73.30058148,39,50,0,5218.226288,2043.212543,12,12,iPhone
14186,14186,retained,70,58,71.43692116,689,0,54,5116.83359,555.3667468,7,5,iPhone
5624,5624,churned,178,149,678.0065768,3246,148,16,2825.008036,1455.227996,25,20,iPhone
9028,9028,retained,65,65,69.9001076,421,0,0,2045.176863,1105.810403,7,2,Android
3471,3471,retained,147,118,284.2368818,2493,0,27,2660.457197,1276.312572,13,6,iPhone
8266,8266,retained,25,25,93.9521954,2055,321,102,5044.591725,3782.498654,10,4,iPhone
2171,2171,retained,188,151,193.8190916,1268,85,0,2920.044651,303.461576,2,2,iPhone
13854,13854,retained,59,59,146.9565842,664,208,70,3258.969625,1258.715404,25,20,Android
13784,13784,retained,70,58,182.6600962,553,79,7,3198.063097,1619.057236,21,16,iPhone
8590,8590,retained,119,95,196.9316729,854,0,28,1467.95821,928.5854186,27,26,Android
2010,2010,retained,92,74,205.6915948,811,0,2,3155.893773,2124.919011,1,0,Android
14688,14688,retained,199,160,431.1528512,2910,42,2,3444.341812,514.4516818,30,26,Android
1283,1283,retained,66,54,130.6110268,3469,305,55,2862.943301,1182.186442,20,18,iPhone
14345,14345,retained,92,75,135.140061,164,102,0,5358.052544,667.8387802,14,12,iPhone
10028,10028,churned,1,1,48.4019542,2761,14,0,2576.016836,1695.78656,8,1,Android
14409,14409,retained,57,50,313.739026,3398,0,6,1126.602544,913.593013,12,12,Android
1019,1019,retained,81,73,145.9901228,1775,145,0,3937.76785,2073.819086,16,16,iPhone
9518,9518,retained,70,56,642.2605862,306,101,4,1350.486207,579.4304169,20,19,iPhone
11002,11002,churned,7,6,40.71743088,1824,135,40,5025.196272,3054.597572,11,5,iPhone
8667,8667,retained,77,67,185.7834667,2534,36,59,3607.486513,1156.443195,26,24,iPhone
2810,2810,retained,14,12,215.0788681,2532,150,154,6168.482254,2906.857458,26,17,Android
14563,14563,retained,255,205,337.9235214,2542,41,0,1707.668774,1215.583976,28,25,iPhone
1651,1651,retained,29,23,82.40967493,1593,236,0,4033.235603,3023.536232,24,21,iPhone
14430,14430,retained,152,122,154.2572659,3171,77,0,5676.027645,3733.440923,4,2,Android
1169,1169,,1,1,198.4042064,1417,101,13,1694.77159,1038.880062,5,4,iPhone
10720,10720,retained,44,37,291.2842704,3353,434,21,6649.076586,3253.562523,2,2,iPhone
9398,9398,churned,5,4,104.4579258,3473,74,0,6463.409839,2331.946897,20,11,Android
6256,6256,retained,74,64,122.403587,2688,140,2,2339.506902,1016.494289,21,13,iPhone
5469,5469,retained,7,7,573.4370573,2212,94,0,5845.428033,3666.769987,27,26,Android
13099,13099,retained,96,78,214.1265629,987,89,0,4225.256617,3475.106247,31,22,Android
10258,10258,retained,136,109,185.7128347,986,78,9,2026.843474,1682.927165,22,22,iPhone
867,867,retained,7,6,110.9200323,3275,251,45,2654.981526,1155.926372,6,0,Android
11166,11166,retained,101,83,105.6461838,2847,186,27,5646.768641,4449.814635,20,12,iPhone
5093,5093,churned,113,99,322.144455,94,31,5,5503.862401,3196.447021,21,13,iPhone
5433,5433,retained,291,285,294.5289517,1872,413,0,7671.063463,6298.223763,16,12,iPhone
541,541,retained,4,4,723.5801926,379,215,7,3197.118349,2292.83113,18,18,iPhone
9324,9324,retained,239,192,531.2323082,1182,273,0,2309.786645,803.5010109,9,9,Android
14756,14756,retained,35,32,143.9570052,1428,0,0,4529.493893,2979.966599,13,8,Android
6354,6354,retained,142,114,219.683463,2756,287,0,1398.418539,921.2398502,13,6,iPhone
14012,14012,retained,30,24,237.982817,121,4,31,8982.745009,3794.424095,6,3,iPhone
3390,3390,churned,48,40,111.9531409,3220,164,0,2354.134277,1656.119327,11,10,iPhone
11154,11154,retained,105,86,192.2396391,1777,123,46,5718.421277,895.094969,11,11,iPhone
11451,11451,retained,18,16,135.0882986,1221,110,88,4650.994566,3284.945729,4,0,iPhone
12041,12041,retained,131,118,144.5062286,1458,32,89,5140.531913,4259.180486,11,11,Android
14903,14903,,15,15,112.2723647,1901,41,33,4820.052948,2987.498434,7,6,Android
10775,10775,retained,62,53,131.9598494,3090,0,14,4994.044295,3772.661033,17,13,Android
11005,11005,retained,2,2,55.28396667,3388,80,0,3720.455382,1257.060493,22,20,Android
3959,3959,retained,17,17,49.98706326,2666,46,52,2494.513288,950.0810931,21,14,iPhone
13914,13914,retained,97,97,172.8896578,82,104,0,3205.629508,1568.522241,28,22,iPhone
6643,6643,,5,5,124.2619563,940,14,0,2886.333161,496.4926272,2,2,Android
6841,6841,retained,21,17,155.7659266,3255,0,22,6635.621484,4533.541001,9,9,Android
12410,12410,retained,1,1,156.7602147,1489,145,19,997.5590374,715.2145463,21,21,Android
3586,3586,retained,101,81,128.0345687,3185,1,32,2789.673843,1701.89117,11,11,iPhone
12096,12096,retained,36,30,208.0108526,2932,0,0,4499.879956,2057.686032,22,22,Android
2563,2563,retained,118,95,297.3339624,3331,186,76,1155.100795,719.4852082,11,5,Android
10822,10822,churned,65,56,162.6001901,1490,102,0,2123.232053,947.5494734,3,3,iPhone
13373,13373,churned,22,18,271.4521883,759,109,15,1769.059652,301.3970172,4,2,iPhone
11931,11931,retained,54,43,109.766471,605,48,0,2017.347502,800.773699,13,9,iPhone
5036,5036,retained,41,33,85.90688834,826,252,0,2439.795164,1817.071798,0,0,iPhone
1080,1080,retained,162,130,236.7983741,934,233,20,6184.071501,2440.441658,5,5,Android
5891,5891,retained,40,34,80.40025653,2670,15,0,1584.641952,318.0457786,1,1,Android
10277,10277,retained,7,6,112.8091269,1255,12,0,15865.77381,11228.80454,8,8,iPhone
10644,10644,retained,155,155,175.4079722,3445,0,0,2223.743211,1198.097991,18,12,iPhone
4966,4966,churned,181,146,193.6816528,2303,54,35,4027.728731,2165.963011,2,2,iPhone
2023,2023,retained,34,27,111.6005532,1044,1158,95,4117.772123,1393.545229,18,12,iPhone
13485,13485,retained,35,32,54.11291996,385,0,0,3670.154889,2315.489063,20,11,iPhone
7909,7909,churned,4,4,68.482486,1155,114,26,2881.745139,797.0639692,3,3,iPhone
13089,13089,retained,172,140,231.4222297,1741,151,19,4494.304883,1347.6757,6,6,iPhone
7321,7321,retained,32,26,133.9596498,278,0,54,1020.341093,775.2896669,15,14,iPhone
226,226,retained,72,59,162.9841356,332,1,0,2375.993763,921.2046724,29,20,iPhone
1013,1013,retained,7,7,21.1494095,149,181,0,3713.69321,698.2945513,11,10,Android
1929,1929,churned,33,28,43.0610236,495,99,85,5938.562399,3248.744728,5,5,iPhone
12567,12567,retained,83,66,85.87508739,2825,112,22,5856.106648,1152.965297,23,18,iPhone
5251,5251,retained,118,107,197.8429234,3222,778,7,3262.001668,1105.946439,29,25,Android
9596,9596,retained,6,5,72.71369102,133,115,27,8933.669941,5846.233396,6,0,iPhone
2179,2179,retained,130,104,165.8214441,3288,3,63,2438.893418,1072.470405,20,19,Android
697,697,retained,77,69,96.52955618,207,189,62,1284.933889,982.0254773,17,16,iPhone
1124,1124,retained,160,130,237.4689566,1313,30,0,830.9215396,574.7590034,23,16,iPhone
7378,7378,retained,175,144,245.7930239,2802,353,0,2197.802793,861.4121507,19,13,iPhone
12283,12283,retained,4,4,188.2547178,3493,278,0,2186.903946,1102.422134,8,3,iPhone
5110,5110,retained,112,90,125.4593327,883,28,56,3093.345588,1908.71996,5,0,iPhone
7902,7902,retained,237,192,307.2462794,1110,187,64,8129.390038,6043.058549,4,0,iPhone
1778,1778,retained,44,35,70.9216776,3248,0,0,3134.653631,2049.312876,20,20,iPhone
11936,11936,retained,25,20,60.85292154,3165,111,0,6458.021807,3770.768522,14,6,iPhone
2634,2634,churned,37,30,77.02740315,862,0,75,5701.574523,1760.145994,1,0,Android
7544,7544,churned,189,189,198.9258453,1440,54,1,7074.245142,4555.365732,6,2,iPhone
7604,7604,retained,108,86,321.2429285,3237,474,4,5854.882038,4053.823952,21,13,iPhone
3489,3489,retained,236,189,296.6260556,2615,63,0,1690.073015,625.9489141,2,2,Android
1037,1037,retained,61,49,123.204213,2746,13,43,340.528643,162.0311573,19,14,iPhone
10448,10448,retained,27,22,129.6100674,1511,0,90,7028.375268,1743.820125,22,17,iPhone
14386,14386,retained,1,1,17.0254143,3324,14,0,6142.042479,2756.687795,31,23,Android
14912,14912,retained,43,35,216.5728389,28,121,0,1643.403355,469.9837068,28,21,iPhone
8505,8505,retained,139,138,509.9683708,2677,75,0,3517.395208,1710.017648,29,28,iPhone
2649,2649,retained,192,154,755.6070777,1064,232,0,2451.185987,826.050241,16,13,Android
10473,10473,retained,111,89,158.0760481,2201,114,0,2094.252648,737.2038731,30,21,iPhone
2979,2979,retained,26,26,45.75017104,1157,0,24,10733.49842,3524.195775,10,9,Android
2547,2547,retained,16,16,62.62916188,1042,86,0,2949.900141,345.4274031,19,13,iPhone
5132,5132,retained,6,5,157.3703647,1428,347,142,6949.996644,3476.2151,5,5,Android
2159,2159,retained,61,49,118.6369196,3029,33,134,2756.143506,1159.556846,24,19,iPhone
11329,11329,churned,61,56,75.15234376,168,188,74,2470.027233,1921.172562,15,9,Android
9114,9114,retained,34,28,43.64413535,983,0,0,940.9701606,676.8484967,7,7,iPhone
6445,6445,retained,20,16,72.43384775,860,59,105,1650.175814,969.8191718,2,2,iPhone
3967,3967,retained,142,117,541.3986331,1875,0,136,924.6293573,697.4767243,20,20,iPhone
1428,1428,retained,147,120,198.4341307,886,170,37,1768.600729,828.8463456,19,18,Android
12609,12609,retained,52,42,581.4911923,489,169,79,2269.849786,1316.197663,8,8,Android
2520,2520,retained,135,109,142.6761806,411,123,79,2193.162576,1580.87841,19,17,iPhone
11977,11977,retained,12,10,238.4991288,2792,61,31,205.6118612,89.22369811,21,18,iPhone
8033,8033,retained,16,16,106.317727,3487,181,43,2480.593878,880.4703672,9,8,iPhone
12853,12853,churned,250,204,364.6375228,1311,125,0,5398.684694,2382.3978,3,3,Android
12949,12949,retained,14,12,185.4390946,901,147,32,2346.073919,641.9279607,6,3,Android
14808,14808,retained,33,27,191.7706922,3121,99,110,3838.754627,1741.467435,5,4,iPhone
448,448,retained,68,59,268.9573231,2056,315,33,1636.865572,854.8748869,24,18,Android
12723,12723,retained,40,35,67.52912915,2008,776,0,1118.222338,897.0206496,22,21,Android
9476,9476,retained,107,86,243.6866805,319,66,176,1126.009773,663.8800535,10,6,iPhone
5995,5995,churned,0,0,384.3262979,49,0,25,8958.614883,5830.896285,8,6,iPhone
